GithubID,Year,FullPath,Codesnippet,CWE,isTrueVulnerable,Codesnippet5,
2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_dropdown.c,Dataset Download,../../Dataset Download/2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_dropdown.c,"strcpy(ext->options, options);",120,0,"
#if LV_USE_ARABIC_PERSIAN_CHARS == 0
    strcpy(ext->options, options);
#else
    _lv_txt_ap_proc(options, ext->options);
",
2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_dropdown.c,Dataset Download,../../Dataset Download/2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_dropdown.c,"strcpy(ext->options, static_options);",120,0,"        if(ext->options == NULL) return;

        strcpy(ext->options, static_options);
        ext->static_txt = 0;
    }
",
2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_dropdown.c,Dataset Download,../../Dataset Download/2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_dropdown.c,"strcpy(ins_buf, option);",120,0,"    LV_ASSERT_MEM(ins_buf);
    if(ins_buf == NULL) return;
    strcpy(ins_buf, option);
    if(pos < ext->option_cnt)
        strcat(ins_buf, ""\n"");
",
2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_img.c,Dataset Download,../../Dataset Download/2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_img.c,"strcpy(new_str, src_img);",120,0,"            LV_ASSERT_MEM(new_str);
            if(new_str == NULL) return;
            strcpy(new_str, src_img);
            ext->src = new_str;

",
2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_label.c,Dataset Download,../../Dataset Download/2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_label.c,"strcpy(ext->text, text);",120,0,"        LV_ASSERT_MEM(ext->text);
        if(ext->text == NULL) return;
        strcpy(ext->text, text);
#endif

",
2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_roller.c,Dataset Download,../../Dataset Download/2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_roller.c,"strcpy(&opt_extra[opt_len * i], options);",120,0,"        uint8_t i;
        for(i = 0; i < LV_ROLLER_INF_PAGES; i++) {
            strcpy(&opt_extra[opt_len * i], options);
            opt_extra[opt_len * (i + 1) - 1] = '\n';
        }
",
2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_table.c,Dataset Download,../../Dataset Download/2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_table.c,"strcpy(ext->cell_data[cell] + 1, txt);  */",120,0,"    if(ext->cell_data[cell] == NULL) return;

    strcpy(ext->cell_data[cell] + 1, txt);  /*+1 to skip the format byte*/
#endif

",
2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_tabview.c,Dataset Download,../../Dataset Download/2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_tabview.c,"strcpy(name_dm, name);",120,0,"    LV_ASSERT_MEM(name_dm);
    if(name_dm == NULL) return NULL;
    strcpy(name_dm, name);

    ext->tab_cnt++;
",
2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_tabview.c,Dataset Download,../../Dataset Download/2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_tabview.c,"strcpy(str, name);",120,0,"
        /* store new tab name at allocated memory */
        strcpy(str, name);
        /* update pointer  */
        ext->tab_name_ptr[id] = str;
",
2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_textarea.c,Dataset Download,../../Dataset Download/2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_textarea.c,"strcpy(ext->pwd_tmp, txt);",120,0,"        LV_ASSERT_MEM(ext->pwd_tmp);
        if(ext->pwd_tmp == NULL) return;
        strcpy(ext->pwd_tmp, txt);

#if LV_USE_ANIMATION
",
2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_textarea.c,Dataset Download,../../Dataset Download/2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_textarea.c,"strcpy(ext->placeholder_txt, txt);",120,0,"            return;
        }
        strcpy(ext->placeholder_txt, txt);
    }

",
2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_win.c,Dataset Download,../../Dataset Download/2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_win.c,"strcpy(ext->title_txt, DEF_TITLE);",120,0,"    ext->header        = NULL;
    ext->title_txt    = lv_mem_alloc(strlen(DEF_TITLE) + 1);
    strcpy(ext->title_txt, DEF_TITLE);

    /*Init the new window object*/
",
2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_win.c,Dataset Download,../../Dataset Download/2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_win.c,"strcpy(ext->title_txt, copy_ext->title_txt);",120,0,"        ext->header   = lv_obj_create(new_win, copy_ext->header);
        ext->title_txt    = lv_mem_alloc(strlen(copy_ext->title_txt) + 1);
        strcpy(ext->title_txt, copy_ext->title_txt);
        ext->page     = lv_page_create(new_win, copy_ext->page);
        ext->btn_w     = copy_ext->btn_w;
",
2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_win.c,Dataset Download,../../Dataset Download/2021\aws-edukit-example\components\core2forAWS\tft\lvgl\lvgl\src\lv_widgets\lv_win.c,"strcpy(ext->title_txt, title);",120,0,"    if(ext->title_txt == NULL) return;

    strcpy(ext->title_txt, title);
    lv_obj_invalidate(ext->header);
}
",
2021\aws-edukit-example\components\esp-aws-iot\aws-iot-device-sdk-embedded-C\tests\unit\src\aws_iot_tests_unit_shadow_action_helper.c,Dataset Download,../../Dataset Download/2021\aws-edukit-example\components\esp-aws-iot\aws-iot-device-sdk-embedded-C\tests\unit\src\aws_iot_tests_unit_shadow_action_helper.c,"strcpy(actionBuf, ""get"");",120,0,"
	if(SHADOW_GET == action) {
		strcpy(actionBuf, ""get"");
	} else if(SHADOW_UPDATE == action) {
		strcpy(actionBuf, ""update"");
",
2021\aws-edukit-example\components\esp-aws-iot\aws-iot-device-sdk-embedded-C\tests\unit\src\aws_iot_tests_unit_shadow_action_helper.c,Dataset Download,../../Dataset Download/2021\aws-edukit-example\components\esp-aws-iot\aws-iot-device-sdk-embedded-C\tests\unit\src\aws_iot_tests_unit_shadow_action_helper.c,"strcpy(actionBuf, ""update"");",120,0,"		strcpy(actionBuf, ""get"");
	} else if(SHADOW_UPDATE == action) {
		strcpy(actionBuf, ""update"");
	} else if(SHADOW_DELETE == action) {
		strcpy(actionBuf, ""delete"");
",
2021\aws-edukit-example\components\esp-aws-iot\aws-iot-device-sdk-embedded-C\tests\unit\src\aws_iot_tests_unit_shadow_action_helper.c,Dataset Download,../../Dataset Download/2021\aws-edukit-example\components\esp-aws-iot\aws-iot-device-sdk-embedded-C\tests\unit\src\aws_iot_tests_unit_shadow_action_helper.c,"strcpy(actionBuf, ""delete"");",120,0,"		strcpy(actionBuf, ""update"");
	} else if(SHADOW_DELETE == action) {
		strcpy(actionBuf, ""delete"");
	}

",
2021\aws-edukit-example\components\esp-aws-iot\aws-iot-device-sdk-embedded-C\tests\unit\src\aws_iot_tests_unit_shadow_action_helper.c,Dataset Download,../../Dataset Download/2021\aws-edukit-example\components\esp-aws-iot\aws-iot-device-sdk-embedded-C\tests\unit\src\aws_iot_tests_unit_shadow_action_helper.c,"strcpy(jsonFullDocument, pReceivedJsonDocument);",120,1,"	ackStatusRx = status;
	if(SHADOW_ACK_TIMEOUT != status) {
		strcpy(jsonFullDocument, pReceivedJsonDocument);
	}
}
",pReceivedJsonDocument may be larger
2021\aws-edukit-example\components\esp-cryptoauthlib\cryptoauthlib\lib\basic\atca_basic.c,Dataset Download,../../Dataset Download/2021\aws-edukit-example\components\esp-cryptoauthlib\cryptoauthlib\lib\basic\atca_basic.c,"strcpy(ver_str, atca_version);",120,1,"ATCA_STATUS atcab_version(char *ver_str)
{
    strcpy(ver_str, atca_version);
    return ATCA_SUCCESS;
}
",ver_str may be uninitialized
2021\B-L4S5I-IOT01A-using-VL530X-via-I2C\Core\platform\inc\vl53l0x_platform_log.h,Dataset Download,../../Dataset Download/2021\B-L4S5I-IOT01A-using-VL530X-via-I2C\Core\platform\inc\vl53l0x_platform_log.h,"#define VL53L0_COPYSTRING(str, ...) strcpy(str, ##__VA_ARGS__)",120,1,"#endif /* else */

#define VL53L0_COPYSTRING(str, ...) strcpy(str, ##__VA_ARGS__)
#ifdef __cplusplus
}
",
2021\B-L4S5I-IOT01A-using-VL530X-via-I2C\Core\platform\inc\vl53l0x_tof.h,Dataset Download,../../Dataset Download/2021\B-L4S5I-IOT01A-using-VL530X-via-I2C\Core\platform\inc\vl53l0x_tof.h,"#define VL53L0X_COPYSTRING(str, ...) strcpy(str, ##__VA_ARGS__)",120,1,"#define PALDevDataSet(Dev, field, data) (Dev->Data.field)=(data)

#define VL53L0X_COPYSTRING(str, ...) strcpy(str, ##__VA_ARGS__)
/* Private macros ------------------------------------------------------------*/
/* Exported functions --------------------------------------------------------*/
",
2021\c-vertices-sdk\src\algorand\algorand_provider.c,Dataset Download,../../Dataset Download/2021\c-vertices-sdk\src\algorand\algorand_provider.c,"strcpy((char *) tx_id, tx_id_json->valuestring);",120,0,"                else
                {
                    strcpy((char *) tx_id, tx_id_json->valuestring);
                }
            }
",
2021\c-vertices-sdk\src\algorand\algorand_provider.c,Dataset Download,../../Dataset Download/2021\c-vertices-sdk\src\algorand\algorand_provider.c,"strcpy(m_provider.version.network, genesis_id->valuestring);",120,0,"                else
                {
                    strcpy(m_provider.version.network, genesis_id->valuestring);
                }
            }
",
2021\c-vertices-sdk\src\algorand\algorand_provider.c,Dataset Download,../../Dataset Download/2021\c-vertices-sdk\src\algorand\algorand_provider.c,"strcpy(version->network, m_provider.version.network);",120,1,"    // local copy of version has been updated (or not)
    // copy version into caller structure
    strcpy(version->network, m_provider.version.network);
    memcpy(version->genesis_hash, m_provider.version.genesis_hash, sizeof(version->genesis_hash));

",Checks occur within if statements
2021\cslim\test\libglusterfs\call-stub.cpp.c,Dataset Download,../../Dataset Download/2021\cslim\test\libglusterfs\call-stub.cpp.c,"extern char *strcpy (char *__restrict __dest, const char *__restrict __src)",120,?,"

extern char *strcpy (char *__restrict __dest, const char *__restrict __src)
     __attribute__ ((__nothrow__ , __leaf__)) __attribute__ ((__nonnull__ (1, 2)));

",
2021\cslim\test\libglusterfs\common-utils.cpp.c,Dataset Download,../../Dataset Download/2021\cslim\test\libglusterfs\common-utils.cpp.c,"strcpy (absolute_path, current_path);",120,0,"
        if (strcmp (current_path, ""/"") != 0) {
                strcpy (absolute_path, current_path);


",
2021\cslim\test\libglusterfs\compat.c,Dataset Download,../../Dataset Download/2021\cslim\test\libglusterfs\compat.c,"strcpy (pair->key, key);",120,0,"                        return -1;
                }
                strcpy (pair->key, key);
        }
        pair->value = data_ref (value);
",
2021\cslim\test\libglusterfs\compat.h,Dataset Download,../../Dataset Download/2021\cslim\test\libglusterfs\compat.h,"extern char *strcpy (char *__restrict __dest, const char *__restrict __src);",120,?,"gf_asprintf (char **string_ptr, const char *format, ...);
data_ref (data_t *this);
extern char *strcpy (char *__restrict __dest, const char *__restrict __src);
__is_member (struct mem_pool *pool, void *ptr);
list_add (struct list_head *new, struct list_head *head);
",
2021\cslim\test\libglusterfs\gf-dirent.cpp.c,Dataset Download,../../Dataset Download/2021\cslim\test\libglusterfs\gf-dirent.cpp.c,"strcpy (gf_dirent->d_name, name);",120,0,"
        do { (&gf_dirent->list)->next = (&gf_dirent->list)->prev = &gf_dirent->list; } while (0);
        strcpy (gf_dirent->d_name, name);

        gf_dirent->d_off = 0;
",
2021\cslim\test\libglusterfs\inode.cpp.c,Dataset Download,../../Dataset Download/2021\cslim\test\libglusterfs\inode.cpp.c,"strcpy (buf, ""/"");",120,0,"                buf = __gf_calloc (ret + 1, sizeof (char), gf_common_mt_char, ""gf_common_mt_char"");
                if (buf) {
                        strcpy (buf, ""/"");
                        *bufp = buf;
                } else {
",
2021\cslim\test\libglusterfs\logging.cpp.c,Dataset Download,../../Dataset Download/2021\cslim\test\libglusterfs\logging.cpp.c,"strcpy (msg, str1);",120,0,"        }

        strcpy (msg, str1);
        strcpy (msg + len, str2);

",
2021\cslim\test\libglusterfs\logging.cpp.c,Dataset Download,../../Dataset Download/2021\cslim\test\libglusterfs\logging.cpp.c,"strcpy (msg + len, str2);",120,0,"
        strcpy (msg, str1);
        strcpy (msg + len, str2);

        pthread_mutex_lock (&ctx->log.logfile_mutex);
",
2021\cslim\test\libglusterfs\logging.cpp.c,Dataset Download,../../Dataset Download/2021\cslim\test\libglusterfs\logging.cpp.c,"strcpy (msg, header);",120,0,"        }

        strcpy (msg, header);
        strcpy (msg + hlen, *appmsgstr);
        if (footer)
",
2021\cslim\test\libglusterfs\logging.cpp.c,Dataset Download,../../Dataset Download/2021\cslim\test\libglusterfs\logging.cpp.c,"strcpy (msg + hlen, *appmsgstr);",120,0,"
        strcpy (msg, header);
        strcpy (msg + hlen, *appmsgstr);
        if (footer)
                strcpy (msg + hlen + mlen, footer);
",
2021\cslim\test\libglusterfs\logging.cpp.c,Dataset Download,../../Dataset Download/2021\cslim\test\libglusterfs\logging.cpp.c,"strcpy (msg + hlen + mlen, footer);",120,0,"        strcpy (msg + hlen, *appmsgstr);
        if (footer)
                strcpy (msg + hlen + mlen, footer);

        pthread_mutex_lock (&ctx->log.logfile_mutex);
",
2021\cslim\test\libglusterfs\syscall.cpp.c,Dataset Download,../../Dataset Download/2021\cslim\test\libglusterfs\syscall.cpp.c,"strcpy(*newkey, ns);",120,0,"                *newkey = __gf_malloc (ns_length + strlen(key) + 10, gf_common_mt_char, ""gf_common_mt_char"")
                                                      ;
                strcpy(*newkey, ns);
                strcat(*newkey, key);
        } else {
",
2021\cslim\test\libglusterfs\syscall.cpp.c,Dataset Download,../../Dataset Download/2021\cslim\test\libglusterfs\syscall.cpp.c,"strcpy(*newkey, key + ns_length);",120,0,"                *newkey = __gf_malloc (-ns_length + strlen(key) + 10, gf_common_mt_char, ""gf_common_mt_char"")
                                                      ;
                strcpy(*newkey, key + ns_length);
        } else {
                *newkey = gf_strdup(key);
",
2021\deneyapkart-arduino-core\cores\esp32\stdlib_noniso.c,Dataset Download,../../Dataset Download/2021\deneyapkart-arduino-core\cores\esp32\stdlib_noniso.c,"strcpy(s, ""nan"");",120,1,"
    if (isnan(number)) {
        strcpy(s, ""nan"");
        return s;
    }
",
2021\deneyapkart-arduino-core\cores\esp32\stdlib_noniso.c,Dataset Download,../../Dataset Download/2021\deneyapkart-arduino-core\cores\esp32\stdlib_noniso.c,"strcpy(s, ""inf"");",120,1,"    }
    if (isinf(number)) {
        strcpy(s, ""inf"");
        return s;
    }
",
2021\deneyapkart-arduino-core\libraries\00_LIBS\src\Adafruit_MQTT_Client.cpp,Dataset Download,../../Dataset Download/2021\deneyapkart-arduino-core\libraries\00_LIBS\src\Adafruit_MQTT_Client.cpp,"strcpy((char *)buffer, servername);",120,?,"  // Grab server name from flash and copy to buffer for name resolution.
  memset(buffer, 0, sizeof(buffer));
  strcpy((char *)buffer, servername);
  DEBUG_PRINT(F(""Connecting to: ""));
  DEBUG_PRINTLN((char *)buffer);
",
2021\deneyapkart-arduino-core\libraries\07_BLE\src\GeneralUtils.cpp,Dataset Download,../../Dataset Download/2021\deneyapkart-arduino-core\libraries\07_BLE\src\GeneralUtils.cpp,"strcpy(ascii, """");",120,0,"	log_v(""     00 01 02 03 04 05 06 07 08 09 0a 0b 0c 0d 0e 0f"");
	log_v(""     -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- --"");
	strcpy(ascii, """");
	strcpy(hex, """");
	uint32_t index = 0;
",
2021\deneyapkart-arduino-core\libraries\07_BLE\src\GeneralUtils.cpp,Dataset Download,../../Dataset Download/2021\deneyapkart-arduino-core\libraries\07_BLE\src\GeneralUtils.cpp,"strcpy(hex, """");",120,0,"	log_v(""     -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- --"");
	strcpy(ascii, """");
	strcpy(hex, """");
	uint32_t index = 0;
	while (index < length) {
",
2021\deneyapkart-arduino-core\libraries\08_WiFi\src\WiFiSTA.cpp,Dataset Download,../../Dataset Download/2021\deneyapkart-arduino-core\libraries\08_WiFi\src\WiFiSTA.cpp,"strcpy(reinterpret_cast<char*>(conf.sta.ssid), ssid);",120,1,"    wifi_config_t conf;
    memset(&conf, 0, sizeof(wifi_config_t));
    strcpy(reinterpret_cast<char*>(conf.sta.ssid), ssid);

    if(passphrase) {
",
2021\deneyapkart-arduino-core\libraries\08_WiFi\src\WiFiSTA.cpp,Dataset Download,../../Dataset Download/2021\deneyapkart-arduino-core\libraries\08_WiFi\src\WiFiSTA.cpp,"strcpy(reinterpret_cast<char*>(conf.sta.password), passphrase);",120,1,"            memcpy(reinterpret_cast<char*>(conf.sta.password), passphrase, 64);
        } else {
            strcpy(reinterpret_cast<char*>(conf.sta.password), passphrase);
        }
    }
",
2021\enemy\enemy.c,Dataset Download,../../Dataset Download/2021\enemy\enemy.c,"int util_strcpy(char *dst, char *src) {",120,?,"}

int util_strcpy(char *dst, char *src) {
    int l = util_strlen(src);

",
2021\enemy\enemy.c,Dataset Download,../../Dataset Download/2021\enemy\enemy.c,"util_strcpy(string, &scratch[offset]);",120,?,"            offset++;

        util_strcpy(string, &scratch[offset]);
    }
    else
",
2021\enemy\enemy.c,Dataset Download,../../Dataset Download/2021\enemy\enemy.c,"else strcpy(buf, url);",120,1,"    }
    if (!strncmp(url, ""http://"", 7)) strcpy(buf, url + 7);
    else strcpy(buf, url);
    for (i = 0; i < strlen(buf) && buf[i] != '/'; i++);
    buf[i] = 0;
",
2021\enemy\enemy.c,Dataset Download,../../Dataset Download/2021\enemy\enemy.c,"ptr_path += util_strcpy(ptr_path, ""/proc/"");",120,?,"
    // Copy /proc/$pid/exe into path
    ptr_path += util_strcpy(ptr_path, ""/proc/"");
    ptr_path += util_strcpy(ptr_path, util_itoa(getpid(), 10, tmp));
    ptr_path += util_strcpy(ptr_path, ""/exe"");
",
2021\enemy\enemy.c,Dataset Download,../../Dataset Download/2021\enemy\enemy.c,"ptr_path += util_strcpy(ptr_path, util_itoa(getpid(), 10, tmp));",120,?,"    // Copy /proc/$pid/exe into path
    ptr_path += util_strcpy(ptr_path, ""/proc/"");
    ptr_path += util_strcpy(ptr_path, util_itoa(getpid(), 10, tmp));
    ptr_path += util_strcpy(ptr_path, ""/exe"");

",
2021\enemy\enemy.c,Dataset Download,../../Dataset Download/2021\enemy\enemy.c,"ptr_path += util_strcpy(ptr_path, ""/exe"");",120,?,"    ptr_path += util_strcpy(ptr_path, ""/proc/"");
    ptr_path += util_strcpy(ptr_path, util_itoa(getpid(), 10, tmp));
    ptr_path += util_strcpy(ptr_path, ""/exe"");

    // Try to open file
",
2021\enemy\enemy.c,Dataset Download,../../Dataset Download/2021\enemy\enemy.c,"ptr_exe_path += util_strcpy(ptr_exe_path, ""/proc/"");",120,?,"
            // Store /proc/$pid/exe into exe_path
            ptr_exe_path += util_strcpy(ptr_exe_path, ""/proc/"");
            ptr_exe_path += util_strcpy(ptr_exe_path, file->d_name);
            ptr_exe_path += util_strcpy(ptr_exe_path, ""/exe"");
",
2021\enemy\enemy.c,Dataset Download,../../Dataset Download/2021\enemy\enemy.c,"ptr_exe_path += util_strcpy(ptr_exe_path, file->d_name);",120,?,"            // Store /proc/$pid/exe into exe_path
            ptr_exe_path += util_strcpy(ptr_exe_path, ""/proc/"");
            ptr_exe_path += util_strcpy(ptr_exe_path, file->d_name);
            ptr_exe_path += util_strcpy(ptr_exe_path, ""/exe"");

",
2021\enemy\enemy.c,Dataset Download,../../Dataset Download/2021\enemy\enemy.c,"ptr_exe_path += util_strcpy(ptr_exe_path, ""/exe"");",120,?,"            ptr_exe_path += util_strcpy(ptr_exe_path, ""/proc/"");
            ptr_exe_path += util_strcpy(ptr_exe_path, file->d_name);
            ptr_exe_path += util_strcpy(ptr_exe_path, ""/exe"");

            // Store /proc/$pid/status into status_path
",
2021\enemy\enemy.c,Dataset Download,../../Dataset Download/2021\enemy\enemy.c,"ptr_status_path += util_strcpy(ptr_status_path, ""/proc/"");",120,?,"
            // Store /proc/$pid/status into status_path
            ptr_status_path += util_strcpy(ptr_status_path, ""/proc/"");
            ptr_status_path += util_strcpy(ptr_status_path, file->d_name);
            ptr_status_path += util_strcpy(ptr_status_path, ""/status"");
",
2021\enemy\enemy.c,Dataset Download,../../Dataset Download/2021\enemy\enemy.c,"ptr_status_path += util_strcpy(ptr_status_path, file->d_name);",120,?,"            // Store /proc/$pid/status into status_path
            ptr_status_path += util_strcpy(ptr_status_path, ""/proc/"");
            ptr_status_path += util_strcpy(ptr_status_path, file->d_name);
            ptr_status_path += util_strcpy(ptr_status_path, ""/status"");

",
2021\enemy\enemy.c,Dataset Download,../../Dataset Download/2021\enemy\enemy.c,"ptr_status_path += util_strcpy(ptr_status_path, ""/status"");",120,?,"            ptr_status_path += util_strcpy(ptr_status_path, ""/proc/"");
            ptr_status_path += util_strcpy(ptr_status_path, file->d_name);
            ptr_status_path += util_strcpy(ptr_status_path, ""/status"");

            // Resolve exe_path (/proc/$pid/exe) -> realpath
",
2021\enemy\enemy.c,Dataset Download,../../Dataset Download/2021\enemy\enemy.c,"util_strcpy(inode, &(buffer[ii]));",120,?,"                continue;

            util_strcpy(inode, &(buffer[ii]));
            break;
        }
",
2021\enemy\enemy.c,Dataset Download,../../Dataset Download/2021\enemy\enemy.c,"util_strcpy(ptr_path, ""/proc/"");",120,?,"                continue;

            util_strcpy(ptr_path, ""/proc/"");
            util_strcpy(ptr_path + util_strlen(ptr_path), pid);
            util_strcpy(ptr_path + util_strlen(ptr_path), ""/exe"");
",
2021\enemy\enemy.c,Dataset Download,../../Dataset Download/2021\enemy\enemy.c,"util_strcpy(ptr_path + util_strlen(ptr_path), pid);",120,?,"
            util_strcpy(ptr_path, ""/proc/"");
            util_strcpy(ptr_path + util_strlen(ptr_path), pid);
            util_strcpy(ptr_path + util_strlen(ptr_path), ""/exe"");

",
2021\enemy\enemy.c,Dataset Download,../../Dataset Download/2021\enemy\enemy.c,"util_strcpy(ptr_path + util_strlen(ptr_path), ""/exe"");",120,?,"            util_strcpy(ptr_path, ""/proc/"");
            util_strcpy(ptr_path + util_strlen(ptr_path), pid);
            util_strcpy(ptr_path + util_strlen(ptr_path), ""/exe"");

            if (readlink(path, exe, PATH_MAX) == -1)
",
2021\enemy\enemy.c,Dataset Download,../../Dataset Download/2021\enemy\enemy.c,"util_strcpy(ptr_path + util_strlen(ptr_path), ""/fd"");",120,?,"            util_strcpy(ptr_path, ""/proc/"");
            util_strcpy(ptr_path + util_strlen(ptr_path), pid);
            util_strcpy(ptr_path + util_strlen(ptr_path), ""/fd"");
            if ((fd_dir = opendir(path)) != NULL)
            {
",
