GithubID,Year,FullPath,Codesnippet,CWE,isTrueVulnerable,Codesnippet5
2021\haas-mini-program\services\board_mgr\board_mgr.c,Dataset Download,../../Dataset Download/2021\haas-mini-program\services\board_mgr\board_mgr.c,"amp_fread(json_data, 1, len, json_fd);",120,?,"    amp_fseek(json_fd, 0, HAL_SEEK_SET, &curpos);
    // amp_debug(MOD_STR, ""jse_read"");
    amp_fread(json_data, 1, len, json_fd);
    // amp_debug(MOD_STR, ""jse_read, data: %s"", json_data);
    amp_fclose(json_fd);
"
2021\haas-mini-program\utils\mbedtls\library\ctr_drbg.c,Dataset Download,../../Dataset Download/2021\haas-mini-program\utils\mbedtls\library\ctr_drbg.c,"if( fread( buf, 1, n, f ) != n )",120,?,"    }

    if( fread( buf, 1, n, f ) != n )
    {
        fclose( f );
"
2021\haas-mini-program\utils\mbedtls\library\entropy_poll.c,Dataset Download,../../Dataset Download/2021\haas-mini-program\utils\mbedtls\library\entropy_poll.c,"read_len = fread( output, 1, len, file );",120,?,"        return( MBEDTLS_ERR_ENTROPY_SOURCE_FAILED );

    read_len = fread( output, 1, len, file );
    if( read_len != len )
    {
"
2021\haas-mini-program\utils\mbedtls\library\md.c,Dataset Download,../../Dataset Download/2021\haas-mini-program\utils\mbedtls\library\md.c,"while( ( n = fread( buf, 1, sizeof( buf ), f ) ) > 0 )",120,?,"    md_info->starts_func( ctx.md_ctx );

    while( ( n = fread( buf, 1, sizeof( buf ), f ) ) > 0 )
        md_info->update_func( ctx.md_ctx, buf, n );

"
2021\haas-mini-program\utils\mbedtls\library\pkparse.c,Dataset Download,../../Dataset Download/2021\haas-mini-program\utils\mbedtls\library\pkparse.c,"if( fread( *buf, 1, *n, f ) != *n )",120,?,"    }

    if( fread( *buf, 1, *n, f ) != *n )
    {
        fclose( f );
"
2021\haas-mini-program\utils\mbedtls\library\platform.c,Dataset Download,../../Dataset Download/2021\haas-mini-program\utils\mbedtls\library\platform.c,"if( ( n = fread( buf, 1, buf_len, file ) ) != buf_len )",120,?,"        return -1;

    if( ( n = fread( buf, 1, buf_len, file ) ) != buf_len )
    {
        fclose( file );
"
2021\IOTProject\Maintain\readHum\readHum.c,Dataset Download,../../Dataset Download/2021\IOTProject\Maintain\readHum\readHum.c,"fread(temp, sizeof(char), 2, FD);",120,?,"  }
  //change 2 to other val if you want read more values on yout txt file
  fread(temp, sizeof(char), 2, FD);
  

"
2021\netifyd\src\nd-fhc.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-fhc.cpp,"if (fread(digest, SHA1_DIGEST_LENGTH * 2, 1, hf) != 1) break;",120,?,"            uint8_t digest[SHA1_DIGEST_LENGTH * 2];

            if (fread(digest, SHA1_DIGEST_LENGTH * 2, 1, hf) != 1) break;

            digest_lower.assign((const char *)digest, SHA1_DIGEST_LENGTH);
"
2021\netifyd\src\nd-util.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-util.cpp,"if (fread((void *)_uuid, 1, length, fh) != length) {",120,?,"    }

    if (fread((void *)_uuid, 1, length, fh) != length) {
        fclose(fh);
        nd_printf(""Error reading uuid: %s: %s\n"", path, strerror(errno));
"
2021\netifyd\src\nd-util.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-util.cpp,"if (fread((void *)&seed, sizeof(unsigned int), 1, fh) != 1)",120,?,"        nd_printf(""Error opening random device: %s\n"", strerror(errno));
    else {
        if (fread((void *)&seed, sizeof(unsigned int), 1, fh) != 1)
            nd_printf(""Error reading from random device: %s\n"", strerror(errno));
        fclose(fh);
"
2021\netifyd\src\nd-util.cpp,Dataset Download,../../Dataset Download/2021\netifyd\src\nd-util.cpp,"if ((bytes = fread(buffer, 1, sizeof(buffer), ph)) > 0)",120,?,"
        do {
            if ((bytes = fread(buffer, 1, sizeof(buffer), ph)) > 0)
                output.append(buffer, bytes);
        }
"
2021\pear\examples\local_file\main.c,Dataset Download,../../Dataset Download/2021\pear\examples\local_file\main.c,"fread(buf, 1, sizeof(buf), fp);",120,?,"
  uint8_t buf[1024*1024*5] = {0};
  fread(buf, 1, sizeof(buf), fp);
  fclose(fp);
  static unsigned long timestamp = 0;
"
2021\pear\examples\local_file\main.c,Dataset Download,../../Dataset Download/2021\pear\examples\local_file\main.c,"fread(remote_sdp, sizeof(remote_sdp), 1, fp);",120,?,"  FILE *fp = fopen(""remote_sdp.txt"", ""r"");
  if(fp != NULL ) { 
    fread(remote_sdp, sizeof(remote_sdp), 1, fp);
    peer_connection_set_remote_description(&peer_connection, remote_sdp);  
    fclose(fp);  
"
2021\Powergy-Medusa-FW-Basic-Auth\lib\ArduinoJson\extras\fuzzing\reproducer.cpp,Dataset Download,../../Dataset Download/2021\Powergy-Medusa-FW-Basic-Auth\lib\ArduinoJson\extras\fuzzing\reproducer.cpp,"if (fread(buffer.data(), 1, size, f) != size) {",120,?,"
  std::vector<uint8_t> buffer(size);
  if (fread(buffer.data(), 1, size, f) != size) {
    fclose(f);
    std::cerr << ""Failed to read "" << path << std::endl;
"
2021\secure-iot-analysis-ecoin-platform\collector\collector.c,Dataset Download,../../Dataset Download/2021\secure-iot-analysis-ecoin-platform\collector\collector.c,"while((bytes = fread(destBuffer,sizeof(unsigned char),BUFSIZ, fileIn)) > 0){",120,?,"	fileIn = fopen(filename,""rb"");
	int c = 0;
	while((bytes = fread(destBuffer,sizeof(unsigned char),BUFSIZ, fileIn)) > 0){
		c+=bytes;
	}
"
2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\apps\tuya_demo_light_pwm\src\light_soc\soc_flash.c,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\apps\tuya_demo_light_pwm\src\light_soc\soc_flash.c,"read_cnt = ufread(fp, data, len);",120,?,"
    //读取数据
    read_cnt = ufread(fp, data, len);
    PR_DEBUG(""uf file %s read data %d!"", file_name, read_cnt);

"
2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\apps\tuya_demo_light_pwm\src\light_soc\soc_flash.c,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\apps\tuya_demo_light_pwm\src\light_soc\soc_flash.c,"read_cnt = ufread(fp, data, 1024);",120,?,"    }

    read_cnt = ufread(fp, data, 1024);
    PR_DEBUG(""oem cfg uf file read data %d!"", read_cnt);
    PR_DEBUG(""oem cfg uf file %s"", data);
"
2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\platforms\bk7231n\bk7231n_os\beken378\func\libc\libc.h,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\platforms\bk7231n\bk7231n_os\beken378\func\libc\libc.h,"ssize_t lib_fread(FAR void *ptr, size_t count, FAR FILE *stream);",120,?,"	/* Defined in lib_libfread.c */

	ssize_t lib_fread(FAR void *ptr, size_t count, FAR FILE *stream);

	/* Defined in lib_libfgets.c */
"
2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\platforms\bk7231n\bk7231n_os\beken378\func\lwip_intf\lwip-2.0.2\src\apps\httpd\makefsdata\makefsdata.c,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\platforms\bk7231n\bk7231n_os\beken378\func\lwip_intf\lwip-2.0.2\src\apps\httpd\makefsdata\makefsdata.c,"while ((len = fread(buf, 1, COPY_BUFSIZE, fin)) > 0) {",120,?,"  }
  buf = os_malloc(COPY_BUFSIZE);
  while ((len = fread(buf, 1, COPY_BUFSIZE, fin)) > 0) {
    fwrite(buf, 1, len, fout);
  }
"
2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\platforms\bk7231n\bk7231n_os\beken378\func\lwip_intf\lwip-2.0.2\src\apps\httpd\makefsdata\makefsdata.c,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\platforms\bk7231n\bk7231n_os\beken378\func\lwip_intf\lwip-2.0.2\src\apps\httpd\makefsdata\makefsdata.c,"r = fread(buf, 1, fsize, inFile);",120,?,"  buf = (u8_t*)os_malloc(fsize);
  LWIP_ASSERT(""buf != NULL"", buf != NULL);
  r = fread(buf, 1, fsize, inFile);
  *file_size = fsize;
  *is_compressed = 0;
"
2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\platforms\bk7231n\bk7231n_os\beken378\func\lwip_intf\lwip-2.0.2\test\fuzz\fuzz.c,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\platforms\bk7231n\bk7231n_os\beken378\func\lwip_intf\lwip-2.0.2\test\fuzz\fuzz.c,"len = fread(pktbuf, 1, sizeof(pktbuf), f);",120,?,"    f = fopen(filename, ""rb"");
    LWIP_ASSERT(""open failed"", f != NULL);
    len = fread(pktbuf, 1, sizeof(pktbuf), f);
    fclose(f);
    os_printf(""testing file: \""%s\""...\r\n"", filename);
"
2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\platforms\bk7231n\bk7231n_os\beken378\func\lwip_intf\lwip-2.0.2\test\fuzz\fuzz.c,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\platforms\bk7231n\bk7231n_os\beken378\func\lwip_intf\lwip-2.0.2\test\fuzz\fuzz.c,"len = fread(pktbuf, 1, sizeof(pktbuf), stdin);",120,?,"    os_printf(""testing file: \""%s\""...\r\n"", filename);
  } else {
    len = fread(pktbuf, 1, sizeof(pktbuf), stdin);
  }
  input_pkt(&net_test, pktbuf, len);
"
2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\platforms\bk7231n\bk7231n_os\beken378\func\wolfssl\wolfssl\test.h,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\platforms\bk7231n\bk7231n_os\beken378\func\wolfssl\wolfssl\test.h,"size_t readLen = fread(*buf, *bufLen, 1, file);",120,?,"            }
            else {
                size_t readLen = fread(*buf, *bufLen, 1, file);

                /* check response code */
"
2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\platforms\bk7231n\toolchain\gcc-arm-none-eabi-4_9-2015q1\arm-none-eabi\include\c++\4.9.3\ext\stdio_sync_filebuf.h,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\platforms\bk7231n\toolchain\gcc-arm-none-eabi-4_9-2015q1\arm-none-eabi\include\c++\4.9.3\ext\stdio_sync_filebuf.h,"std::streamsize __ret = std::fread(__s, 1, __n, _M_file);",120,?,"    stdio_sync_filebuf<char>::xsgetn(char* __s, std::streamsize __n)
    {
      std::streamsize __ret = std::fread(__s, 1, __n, _M_file);
      if (__ret > 0)
	_M_unget_buf = traits_type::to_int_type(__s[__ret - 1]);
"
2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\platforms\bk7231n\toolchain\gcc-arm-none-eabi-4_9-2015q1\arm-none-eabi\include\c++\4.9.3\tr1\random.h,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\platforms\bk7231n\toolchain\gcc-arm-none-eabi-4_9-2015q1\arm-none-eabi\include\c++\4.9.3\tr1\random.h,"std::fread(reinterpret_cast<void*>(&__ret), sizeof(result_type),",120,?,"#ifdef _GLIBCXX_USE_RANDOM_TR1
      result_type __ret;
      std::fread(reinterpret_cast<void*>(&__ret), sizeof(result_type),
		 1, _M_file);
      return __ret;
"
2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\platforms\bk7231n\toolchain\gcc-arm-none-eabi-4_9-2015q1\lib\gcc\arm-none-eabi\4.9.3\plugin\include\system.h,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\platforms\bk7231n\toolchain\gcc-arm-none-eabi-4_9-2015q1\lib\gcc\arm-none-eabi\4.9.3\plugin\include\system.h,"#  define fread(Ptr, Size, N, Stream) fread_unlocked (Ptr, Size, N, Stream)",120,?,"# ifdef HAVE_FREAD_UNLOCKED
#  undef fread
#  define fread(Ptr, Size, N, Stream) fread_unlocked (Ptr, Size, N, Stream)
#  if defined (HAVE_DECL_FREAD_UNLOCKED) && !HAVE_DECL_FREAD_UNLOCKED
extern size_t fread_unlocked (void *, size_t, size_t, FILE *);
"
2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\sdk\include\tuya_hal_fs.h,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\sdk\include\tuya_hal_fs.h,"INT_T tuya_hal_fread(VOID_T* buf, INT_T bytes, TUYA_FILE file);",120,?," * @return  <0: 失败; >= 实际读取的字节数
 */
INT_T tuya_hal_fread(VOID_T* buf, INT_T bytes, TUYA_FILE file);

/**
"
2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\sdk\include\uf_file.h,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231n\sdk\include\uf_file.h,"UINT_T ufread(IN uFILE *fd, IN UCHAR_T *buf,IN CONST UINT_T len);",120,?,"***********************************************************/
__UF_FILE_EXT \
UINT_T ufread(IN uFILE *fd, IN UCHAR_T *buf,IN CONST UINT_T len);

/***********************************************************
"
2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231t\apps\bk7231t_bl0937_1_plug_demo\src\app_dltj.c,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231t\apps\bk7231t_bl0937_1_plug_demo\src\app_dltj.c,"INT_T Num = ufread(fp, (UCHAR_T *)buf,buf_len);",120,?,"
    memset(buf,0,buf_len);
    INT_T Num = ufread(fp, (UCHAR_T *)buf,buf_len);
    if(Num <= 0) {
        *val = 0;
"
2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231t\apps\bk7231t_light_pwm_demo\src\light_soc\soc_flash.c,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231t\apps\bk7231t_light_pwm_demo\src\light_soc\soc_flash.c,"uiReadCnt = ufread(fp, pData, usLen);",120,?,"
    PR_DEBUG(""uf open OK"");
    uiReadCnt = ufread(fp, pData, usLen);
    PR_DEBUG(""uf file %s read data %d!"", pFilename, uiReadCnt);

"
2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231t\apps\bk7231t_light_pwm_demo\src\light_soc\soc_flash.c,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231t\apps\bk7231t_light_pwm_demo\src\light_soc\soc_flash.c,"uiReadCnt = ufread(fp, pData, 1024);",120,?,"    }

    uiReadCnt = ufread(fp, pData, 1024);
    PR_DEBUG(""oem cfg uf file read data %d!"", uiReadCnt);
    PR_DEBUG(""oem cfg uf file %s"", pData);
"
2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231t\sdk\include\uf_file.h,Dataset Download,../../Dataset Download/2021\tuya-iotos-embeded-sdk-wifi-ble-bk7231t\sdk\include\uf_file.h,"INT_T ufread(IN uFILE *fd, IN UCHAR_T *buf,IN CONST UINT_T len);",120,?,"***********************************************************/
__UF_FILE_EXT \
INT_T ufread(IN uFILE *fd, IN UCHAR_T *buf,IN CONST UINT_T len);

/***********************************************************
"
2021\x-cube-subg2\Middlewares\Third_Party\Contiki-NG\os\net\security\tinydtls\posix\dtls-support.c,Dataset Download,../../Dataset Download/2021\x-cube-subg2\Middlewares\Third_Party\Contiki-NG\os\net\security\tinydtls\posix\dtls-support.c,"if(fread(buf, 1, len, urandom) != len) {",120,?,"  }

  if(fread(buf, 1, len, urandom) != len) {
    dtls_emerg(""cannot fill random\n"");
    fclose(urandom);
"
2021\x-cube-subg2\Middlewares\Third_Party\Contiki-NG\os\net\security\tinydtls\tests\dtls-client.c,Dataset Download,../../Dataset Download/2021\x-cube-subg2\Middlewares\Third_Party\Contiki-NG\os\net\security\tinydtls\tests\dtls-client.c,"bytes_read = fread(buf, 1, max_buf_len, f);",120,?,"  while (!feof(f)) {
    size_t bytes_read;
    bytes_read = fread(buf, 1, max_buf_len, f);
    if (ferror(f)) {
      result = -1;
"
